"Anansi"|"44"|"2"|"18"|"23 September 2018"|"0.272058823529412"|"0.657142857142857"|"8"|"-0.323243526052945"|"Marinette"|"Alya"|"Marinette and Nino"|"Anansi"|"Hawk Moth"|"Ladybug"|"Anansi"|"Nino"|"Alya"|"Marinette"|"17"
"Mr. Pigeon 72"|"82"|"4"|"4"|"23 May 2021"|"0.153985507246377"|"0.58974358974359"|"8"|"-0.25051747627192"|"Marinette"|"Ladybug"|"Alya"|"Mr. Pigeon"|"Mr. Ramier"|"Ladybug"|"Alya"|"Marinette"|"Kagami"|"Adrien"|"24"
"Mr. Pigeon"|"6"|"1"|"6"|"23 October 2015"|"0.155844155844156"|"0.686567164179104"|"12"|"-0.23617807961515"|"Marinette"|"Mr. Pigeon"|"Cat Noir"|"Mr. Damocles"|"Ladybug"|"Ladybug"|"Cat Noir"|"Mr. Pigeon"|"Hawk Moth"|"Marinette"|"22"
"Oblivio"|"59"|"3"|"7"|"26 May 2019"|"0.145"|"0.609756097560976"|"9"|"-0.251331528784862"|"Marinette"|"Adrien"|"Alya"|"Nadja"|"Mylène"|"Adrien"|"Marinette"|"Ladybug"|"Plagg"|"Cat Noir"|"25"
"Oni-Chan"|"62"|"3"|"10"|"21 October 2019"|"0.214285714285714"|"0.752941176470588"|"9"|"-0.305790537922931"|"Lila"|"Adrien"|"Ladybug"|"Fireman"|"Marinette"|"Lila"|"Cat Noir"|"Ladybug"|"Oni-Chan"|"Adrien"|"21"
"Optigami"|"88"|"4"|"10"|"5 September 2021"|"0.0792811839323467"|"0.51063829787234"|"9"|"-0.185971226701357"|"Rena Rouge"|"Style Queen"|"Marinette"|"Alya"|"Shadow Moth"|"Marinette"|"Alya"|"Shadow Moth"|"Nathalie"|"Adrien"|"44"
"Party Crasher"|"71"|"3"|"19"|"31 October 2019"|"0.0676767676767677"|"0.484375"|"11"|"-0.0190587479012123"|"Marinette"|"Roger"|"Nino"|"Adrien"|"Hawk Moth"|"Nino"|"Adrien"|"Marinette"|"Ivan"|"Max"|"45"
"Penalteam"|"101"|"4"|"23"|"27 February 2022"|"0.0752525252525253"|"0.531468531468531"|"11"|"-0.225579092214877"|"Ladybug"|"Didier Roustan"|"Penalty"|"King Monkey"|"Penalty 2"|"Didier Roustan"|"Ladybug"|"Penalteam"|"Cat Noir"|"Marinette"|"45"
"Pixelator"|"21"|"1"|"21"|"13 March 2016"|"0.153846153846154"|"0.577777777777778"|"15"|"-0.177793211886222"|"Pixelator"|"Ladybug"|"Adrien"|"Jagged"|"Marinette"|"Pixelator"|"Jagged"|"Ladybug"|"Marinette"|"Chloé"|"26"
"Prime Queen"|"30"|"2"|"4"|"29 October 2017"|"0.15"|"0.547619047619048"|"9"|"-0.0246111409393955"|"Arlette"|"Cat Noir"|"Alya"|"Marinette"|"Nadja"|"Ladybug"|"Cat Noir"|"Prime Queen"|"Nadja"|"Chloé"|"25"
"Princess Fragrance"|"22"|"1"|"22"|"20 March 2016"|"0.151666666666667"|"0.697674418604651"|"11"|"-0.244697911199797"|"Ms. Mendeleiev"|"Marinette"|"Rose"|"Chloé"|"Princess Fragrance"|"Marinette"|"Princess Fragrance"|"Tikki"|"Chloé"|"Doorman"|"25"
"Psycomedian"|"99"|"4"|"21"|"13 February 2022"|"0.13768115942029"|"0.571428571428571"|"13"|"-0.297709132794028"|"Marinette"|"Adrien"|"Psycomedian"|"Harry"|"Tikki"|"Marinette"|"Harry"|"Adrien"|"Ladybug"|"Cat Noir"|"24"
"Qilin"|"102"|"4"|"24"|"6 March 2022"|"0.126780626780627"|"0.51219512195122"|"10"|"-0.458269414743705"|"Ladybug"|"Sabine"|"Marinette"|"Roger"|"Bus driver"|"Sabine"|"Marinette"|"Ticket Inspector"|"Roger"|"Ladybug"|"27"
"Queen Banana"|"85"|"4"|"7"|"13 June 2021"|"0.104301075268817"|"0.602150537634409"|"12"|"-0.464399777344044"|"Chloé"|"Marinette"|"Zoé"|"Thomas"|"Vesperia"|"Chloé"|"Marinette"|"Zoé"|"Nino"|"Adrien"|"31"
"Queen Wasp"|"49"|"2"|"23"|"21 October 2018"|"0.145299145299145"|"0.537634408602151"|"7"|"-0.12655123855462"|"Marinette"|"Queen Bee"|"Gabriel"|"Chloé"|"Audrey"|"Ladybug"|"Cat Noir"|"Queen Bee"|"Queen Wasp"|"Audrey"|"27"
"Reflekdoll"|"61"|"3"|"9"|"21 October 2019"|"0.104838709677419"|"0.653465346534653"|"14"|"0.064475356022139"|"Reflekta"|"Hawk Moth"|"Adrien"|"Juleka"|"Mister Bug"|"Lady Noire"|"Mister Bug"|"Reflekta"|"Adrien"|"Marinette"|"32"
"Reflekta"|"19"|"1"|"19"|"21 February 2016"|"0.168478260869565"|"0.659090909090909"|"9"|"-0.265809374037418"|"Marinette"|"Reflekta"|"Juleka"|"Hawk Moth"|"Ladybug"|"Ladybug"|"Cat Noir"|"Marinette"|"Vincent"|"Chloé"|"24"
"Reverser"|"46"|"2"|"20"|"7 October 2018"|"0.141025641025641"|"0.615384615384615"|"7"|"-0.247915060550378"|"Reverser"|"Marinette"|"Jean-Pierre"|"Nathaniel"|"Ladybug"|"Marinette"|"Marc"|"Nathaniel"|"Ladybug"|"Cat Noir"|"27"
"Riposte"|"32"|"2"|"6"|"1 November 2017"|"0.220588235294118"|"0.666666666666667"|"11"|"-0.2709550429958"|"Kagami"|"Hawk Moth"|"Armand"|"Adrien"|"Marinette"|"Adrien"|"Ladybug"|"Marinette"|"Kagami"|"Riposte"|"17"
"Risk"|"103"|"4"|"25"|"13 March 2022"|"0.0881934566145092"|"0.48695652173913"|"9"|"-0.100025310958524"|"Adrien"|"Ladybug"|"Marinette"|"Gabriel"|"Lila"|"Adrien"|"Félix"|"Gabriel"|"Marinette"|"Nathalie"|"38"
"Robostus"|"33"|"2"|"7"|"3 November 2017"|"0.146153846153846"|"0.606741573033708"|"11"|"-0.0887460135416462"|"Marinette"|"Robostus"|"Ladybug"|"Max"|"Adrien"|"Robostus"|"Max"|"Ladybug"|"Cat Noir"|"Markov"|"26"
"Rocketear"|"90"|"4"|"12"|"19 September 2021"|"0.166666666666667"|"0.647887323943662"|"8"|"-0.0959290566899084"|"Nino"|"Alya"|"Ladybug"|"Shadow Moth"|"Marinette"|"Alya"|"Nino"|"Marinette"|"Adrien"|"Cat Noir"|"22"
"Rogercop"|"8"|"1"|"8"|"27 October 2015"|"0.139162561576355"|"0.622641509433962"|"7"|"-0.153751928605719"|"Tom"|"Marinette"|"Mr. Bourgeois"|"Rogercop"|"Miss Bustier"|"Cat Noir"|"Ladybug"|"Rogercop"|"Chloé"|"Mr. Bourgeois"|"29"
"Sandboy"|"45"|"2"|"19"|"30 September 2018"|"0.0966386554621849"|"0.594594594594595"|"10"|"0.105786916691972"|"Plagg"|"Hawk Moth"|"Master Fu"|"Wayzz"|"Ladybug"|"Tikki"|"Marinette"|"Plagg"|"Nightmare Adrien"|"SandBoy"|"35"
"Santa Claws"|"27"|"2"|"1"|"11 December 2016"|"0.0907258064516129"|"0.517647058823529"|"9"|"-0.192426312884822"|"Marinette"|"Alya"|"Adrien"|"Hawk Moth"|"Santa Claus"|"Adrien"|"Santa Claus"|"Ladybug"|"Cat Noir"|"Santa Claus Claws"|"32"
"Sapotis"|"37"|"2"|"11"|"21 January 2018"|"0.144268774703557"|"0.608695652173913"|"16"|"0.0600109180478645"|"Sapoti"|"Ladybug"|"Alya"|"Cat Noir"|"Hawk Moth"|"Alya"|"Ladybug"|"Marinette"|"Cat Noir"|"Rena Rouge"|"23"
"Sentibubbler"|"89"|"4"|"11"|"12 September 2021"|"0.0915966386554622"|"0.557692307692308"|"9"|"0.044332951470579"|"Marinette"|"Nino"|"Shadow Moth"|"Alya"|"Sentibubbler"|"Marinette"|"Alya"|"Shadow Moth"|"Cat Noir"|"Tikki"|"35"
"Silencer"|"58"|"3"|"6"|"19 May 2019"|"0.205263157894737"|"0.693333333333333"|"10"|"0.0373989115864643"|"Luka"|"Marinette"|"Rose"|"Ladybug"|"Hawk Moth"|"Bob"|"Silencer"|"Cat Noir"|"Ladybug"|"Marinette"|"20"
"Simon Says"|"23"|"1"|"23"|"27 March 2016"|"0.214285714285714"|"0.731707317073171"|"9"|"-0.116580927144824"|"Alec"|"Marinette"|"Adrien"|"Simon Says"|"Plagg"|"Ladybug"|"Cat Noir"|"Simon Says"|"Gabriel"|"Adrien"|"21"
"Simpleman"|"94"|"4"|"16"|"17 October 2021"|"0.0795586527293844"|"0.573643410852713"|"11"|"-0.179676103665375"|"Marinette"|"Simpleman"|"Ella and Etta"|"Nadja"|"Manon"|"Marinette"|"Rolland"|"Manon"|"Adrien"|"Tikki"|"42"
"Sole Crusher"|"84"|"4"|"6"|"6 June 2021"|"0.133597883597884"|"0.58695652173913"|"8"|"-0.121726868409832"|"Marinette"|"Chloé"|"Shadow Moth"|"Sole Crusher"|"Ladybug"|"Zoé"|"Marinette"|"Chloé"|"André"|"Sole Crusher"|"28"
"Startrain"|"66"|"3"|"14"|"25 October 2019"|"0.0695652173913043"|"0.434782608695652"|"10"|"-0.104405953985189"|"Alya"|"Chloé"|"Marinette"|"Sabrina"|"Nino"|"Cat Noir"|"Ladybug"|"Max"|"Markov"|"Startrain"|"46"
"Stoneheart"|"26"|"1"|"26"|"30 October 2016"|"0.125661375661376"|"0.527472527472527"|"8"|"0.0139764481055659"|"Chloé"|"Hawk Moth"|"Alya"|"Nathalie"|"Ladybug"|"Marinette"|"Alya"|"Ladybug"|"Cat Noir"|"Adrien"|"28"
"Stormy Weather 2"|"60"|"3"|"8"|"2 June 2019"|"0.144179894179894"|"0.604166666666667"|"8"|"-0.123921049701238"|"Ladybug"|"Adrien"|"Hawk Moth"|"Nino"|"Chloé"|"Adrien"|"Plagg"|"Marinette"|"Nathalie"|"Tikki"|"28"
"Stormy Weather"|"1"|"1"|"1"|"19 October 2015"|"0.245098039215686"|"0.666666666666667"|"7"|"-0.0829560469644272"|"Alya"|"Hawk Moth"|"Ladybug"|"Marinette"|"Adrien"|"Marinette"|"Alya"|"Manon"|"Vincent"|"Ladybug"|"18"
"Strikeback"|"104"|"4"|"26"|"13 March 2022"|"0.0912698412698413"|"0.673076923076923"|"8"|"-0.250968964152925"|"Ladybug"|"Cat Noir"|"Félix"|"Pennybug"|"Strikeback"|"Ladybug"|"Cat Noir"|"Adrien"|"Flairmidable"|"Risk"|"36"
"Style Queen"|"48"|"2"|"22"|"21 October 2018"|"0.24047619047619"|"0.666666666666667"|"8"|"-0.097492769435118"|"Adrien"|"Hawk Moth"|"Chloé"|"Audrey"|"Marinette"|"Style Queen"|"Chloé"|"Ladybug"|"Marinette"|"Audrey"|"21"
"Syren"|"41"|"2"|"15"|"3 June 2018"|"0.0987903225806452"|"0.580645161290323"|"10"|"-0.232640045347593"|"Master Fu"|"Marinette"|"Cat Noir"|"Alya"|"Aquabug"|"Marinette"|"Master Fu"|"Adrien"|"Plagg"|"Tikki"|"32"
"The Bubbler"|"2"|"1"|"2"|"20 October 2015"|"0.175724637681159"|"0.673913043478261"|"10"|"-0.224989759959954"|"Bubbler"|"Adrien"|"Hawk Moth"|"Nino"|"Ladybug"|"Marinette"|"Alya"|"Adrien"|"Nino"|"Bubbler"|"24"
"The Collector"|"28"|"2"|"2"|"26 October 2017"|"0.163157894736842"|"0.566037735849057"|"11"|"-0.123868285316024"|"Gabriel"|"Marinette"|"Collector"|"Wayzz"|"Hawk Moth"|"Ladybug"|"Cat Noir"|"Collector"|"Gabriel"|"Marinette"|"20"
"The Dark Owl"|"35"|"2"|"9"|"10 December 2017"|"0.144927536231884"|"0.675324675324675"|"8"|"-0.395387962338167"|"Mr. Damocles"|"Marinette"|"Hawk Moth"|"Ladybug"|"Adrien"|"Cat Noir"|"Ladybug"|"Dark Owl"|"Mr. Damocles"|"Alya"|"24"
"The Evillustrator"|"7"|"1"|"7"|"26 October 2015"|"0.391025641025641"|"0.736842105263158"|"14"|"-0.298547720071835"|"Chloé"|"Hawk Moth"|"Marinette"|"Nathaniel"|"Alya"|"Marinette"|"Evillustrator"|"Chloé"|"Sabrina"|"Cat Noir"|"13"
"The Mime"|"13"|"1"|"13"|"13 December 2015"|"0.304761904761905"|"0.666666666666667"|"13"|"-0.125281154067885"|"Marinette"|"Adrien"|"Ladybug"|"Hawk Moth"|"Chris"|"Ladybug"|"Cat Noir"|"Marinette"|"Alya"|"Tikki"|"15"
"The Pharaoh"|"3"|"1"|"3"|"21 October 2015"|"0.33974358974359"|"0.680851063829787"|"20"|"-0.128712141491517"|"Alya"|"Mummies"|"The Pharaoh"|"Hawk Moth"|"Marinette"|"Alya"|"The Pharaoh"|"Ladybug"|"Marinette"|"Cat Noir"|"13"
"The Puppeteer 2"|"64"|"3"|"12"|"23 October 2019"|"0.194736842105263"|"0.628571428571429"|"18"|"-0.258034134478504"|"Adrien"|"Marinette"|"Puppeteer"|"Ladybug"|"Nino"|"Adrien"|"Marinette"|"Nino"|"Alya"|"Manon"|"20"
"The Puppeteer"|"18"|"1"|"18"|"7 February 2016"|"0.266666666666667"|"0.758620689655172"|"9"|"-0.186005788159415"|"Marinette"|"Puppeteer"|"Ladybug"|"Hawk Moth"|"Nadja"|"Marinette"|"Manon"|"Nadja"|"Ladybug"|"Cat Noir"|"16"
"Timebreaker"|"5"|"1"|"5"|"23 October 2015"|"0.117204301075269"|"0.563106796116505"|"13"|"-0.114280789741466"|"Ladybug"|"Marinette"|"Adrien"|"Tom"|"Timebreaker"|"Marinette"|"Ladybug"|"Alix"|"Tom"|"Timebreaker"|"31"
"Timetagger"|"70"|"3"|"18"|"30 October 2019"|"0.109605911330049"|"0.55421686746988"|"8"|"-0.0932817815080666"|"Cat Noir"|"Ladybug"|"Chris"|"Hawk Moth"|"Marinette"|"Ladybug"|"Bunnyx"|"Cat Noir"|"Timetagger"|"Alix"|"29"
"Troublemaker"|"43"|"2"|"17"|"17 June 2018"|"0.226190476190476"|"0.613636363636364"|"10"|"-0.164746209170104"|"Penny"|"Troublemaker"|"Jagged"|"Bob"|"Plagg"|"Marinette"|"Jagged"|"Penny"|"Bob"|"Alec"|"21"
"Truth"|"79"|"4"|"1"|"11 April 2021"|"0.0967741935483871"|"0.559139784946237"|"10"|"-0.233193906278531"|"Marinette"|"Truth"|"Daizzi"|"Ladybug"|"Gabriel"|"Marinette"|"Luka"|"Tikki"|"Alya"|"Shadow Moth"|"32"
"Volpina"|"24"|"1"|"24"|"3 April 2016"|"0.225"|"0.666666666666667"|"10"|"-0.0680230009265129"|"Adrien"|"Marinette"|"Cat Noir"|"Lila"|"Hawk Moth"|"Ladybug"|"Cat Noir"|"Volpina"|"Adrien"|"Lila"|"16"
"Weredad"|"54"|"3"|"2"|"21 April 2019"|"0.271428571428571"|"0.730769230769231"|"22"|"-0.305846735178649"|"Tom"|"Marinette"|"Plagg"|"Gigantitan"|"Ladybug"|"Cat Noir"|"Tom"|"Marinette"|"Sabine"|"Ladybug"|"15"
"Wishmaker"|"92"|"4"|"14"|"3 October 2021"|"0.0966386554621849"|"0.6"|"8"|"-0.168700252101356"|"Marinette"|"Alec"|"Ladybug"|"Mr. Damocles"|"Wishmaker"|"Luka"|"Marinette"|"Ladybug"|"Viperion"|"Cat Noir"|"35"
"Zombizou"|"40"|"2"|"14"|"27 May 2018"|"0.150574712643678"|"0.587301587301587"|"7"|"-0.0822613579881659"|"Ladybug"|"Zombizou"|"Nadja"|"Miss Bustier"|"Chloé"|"Ladybug"|"Cat Noir"|"Chloé"|"Alya"|"Marinette"|"30"
